#
$ns
$$vector mode="numeric" names=""
0.000577853 0.9994221 3.418402e-09
6.945521e-28 0.997398 0.002601964
0.006333827 2.301818e-08 0.9936661
0.05110967 1.380585e-19 0.9488903
2.343232e-19 0.002759500 0.9972405
1.341343e-11 0.9869285 0.01307151
1.057872e-25 3.864660e-55 1
3.663341e-07 2.291069e-15 0.9999996
0.8755737 6.653066e-20 0.1244263
0.1906954 1.813781e-07 0.8093045
1.884150e-52 0.1118884 0.8881116
4.879283e-32 0.009082635 0.9909174
2.433571e-37 1 4.178916e-23
0.002956927 4.088681e-07 0.9970427
7.48803e-09 0.6659457 0.3340543
6.775755e-37 1.371298e-28 1
5.327999e-23 0.9999815 1.847157e-05
2.399260e-40 3.218508e-09 1
4.8666e-11 0.005381845 0.9946182
1.050770e-30 1 7.038692e-08
0.9997915 2.239710e-61 0.0002085211
0.001181202 0.9974134 0.001405398
0.9796142 5.261054e-12 0.02038582
0.9999913 1.789676e-54 8.734959e-06
0.9468816 2.522923e-27 0.05311837
1.073896e-33 2.161135e-08 1
2.256206e-34 1.604937e-21 1
0.970102 0.02987881 1.910598e-05
5.001428e-14 0.9819399 0.01806015
2.302148e-22 0.999497 0.0005030103
5.166615e-18 9.171965e-09 1
0.987317 3.08941e-22 0.01268300
5.520165e-09 0.9999999 9.713566e-08
0.001021033 0.9988578 0.0001212119
0.9997239 0.0002760808 2.130788e-08
3.508397e-42 0.9995596 0.00044038
4.30263e-17 3.261052e-08 1
1.096260e-30 0.9999996 3.553627e-07
0.009767279 5.661244e-37 0.9902327
3.182899e-13 4.412988e-11 1
2.616378e-19 0.2327187 0.7672813
0.2295206 0.03450313 0.7359762
1 3.145338e-32 4.143591e-16
0.04977224 0.9502277 1.830067e-08
1.031308e-13 5.651947e-11 1
0.9999999 1.068629e-07 4.438804e-21
1.940832e-33 1.280816e-21 1
0.7363119 8.281932e-11 0.2636881
5.070377e-09 0.999881 0.0001189201
5.727418e-11 2.605663e-12 1
0.004263893 0.9957361 2.708939e-18
2.074499e-68 8.990403e-11 1
1.771552e-20 3.79956e-15 1
7.425443e-63 1.779829e-33 1
1.449923e-14 8.703725e-32 1
0.3824213 0.6175787 7.745813e-46
0.01812847 4.972068e-28 0.9818715
3.209290e-10 1.408481e-07 0.9999999
3.027698e-45 0.9134041 0.0865959
2.450147e-10 1 3.641182e-21
3.487294e-11 1 5.885357e-09
6.747483e-36 1 3.144595e-15
0.9988485 0.001151512 1.341758e-12
3.529927e-09 1.824995e-13 1
0.4283249 1.320344e-07 0.571675
2.459273e-36 5.128396e-38 1
3.631771e-30 6.165155e-05 0.9999383
0.04020389 6.421851e-05 0.9597319
1 2.037345e-21 1.671178e-09
2.701477e-26 0.1313058 0.8686942
6.791168e-12 2.276290e-21 1
3.399062e-14 2.513697e-10 1
0.999839 4.920383e-08 0.0001610466
0.05741134 0.9425887 3.112511e-12
0.999893 3.147527e-07 0.0001066691
2.13341e-29 0.993575 0.006425047
1.71842e-10 1 2.469261e-16
2.079067e-43 7.335447e-29 1
7.953408e-46 2.072578e-17 1
0.002642709 0.9973573 9.888383e-22
0.9101987 3.094357e-17 0.08980125
2.062733e-18 0.9995695 0.0004305012
0.002473209 5.855776e-22 0.9975268
3.07302e-26 2.019393e-11 1
1.540000e-58 1.503919e-10 1
0.9996957 1.847981e-24 0.0003042722
9.10484e-15 0.999942 5.794221e-05
1.055313e-51 1 1.437734e-09
0.7316057 0.2649559 0.003438395
0.01715132 0.9828487 4.226049e-10
1.835998e-52 1.715139e-41 1
0.974602 6.651865e-11 0.02539793
9.475072e-08 4.858136e-10 1
0.9606271 0.0001187228 0.03925414
3.232402e-47 2.219352e-08 1
0.9999998 1.644268e-07 1.642369e-14
0.1049570 0.8950428 1.953163e-07
1.502623e-10 1 5.896832e-21
4.091191e-14 0.0003216517 0.9996783
1.760459e-23 8.660426e-10 1
1 4.996137e-15 6.6227e-18
0.4754325 0.5238202 0.0007473232
1.965976e-14 2.561098e-06 0.9999974
5.844298e-33 4.98806e-38 1
1.170886e-09 7.7677e-05 0.9999223
7.995695e-07 0.0001332382 0.999866
6.716591e-118 5.512305e-08 1
0.999995 4.987136e-06 4.797965e-20
0.001073846 4.935706e-43 0.9989262
4.37251e-103 7.908516e-20 1
4.727418e-20 3.023888e-10 1
0.999348 2.759273e-15 0.0006519356
4.20013e-15 1.034414e-16 1
9.003347e-17 1 2.560634e-18
3.046078e-05 5.248362e-06 0.9999643
1.913047e-23 0.001067750 0.9989322
6.503333e-07 7.438641e-08 0.9999993
7.154028e-34 0.9992481 0.0007518608
9.65583e-11 1 9.38212e-12
0.2107017 6.354842e-07 0.7892976
0.000405029 1.408432e-16 0.999595
2.135613e-11 1 1.130205e-17
0.96165 0.01591151 0.02243853
0.1399529 0.8600447 2.351661e-06
0.02369866 0.9763013 2.071012e-12
1 5.825469e-17 1.8347e-19
4.684472e-09 0.8131774 0.1868226
1 7.101417e-46 1.793366e-14
3.956083e-08 1.008743e-26 1
5.168728e-63 0.9958451 0.004154854
2.115294e-17 0.9998732 0.0001268269
1.020587e-07 1.302181e-12 0.9999999
1.373661e-26 0.000448284 0.9995517
4.368489e-54 0.9999944 5.589312e-06
0.7506027 0.1427651 0.1066322
3.796691e-09 1.771358e-37 1
9.187827e-42 1 3.77512e-12
1.041139e-37 2.402184e-05 0.999976
1.004917e-06 0.2556313 0.7443677
6.627225e-56 8.758464e-07 0.9999991
8.973232e-33 1 1.240732e-14
6.117492e-08 1 4.382827e-17
3.361847e-19 0.9999413 5.867182e-05
0.0008389767 0.999161 5.067249e-59
7.317874e-08 0.1768724 0.8231276
1.158933e-07 2.366402e-18 0.9999999
1.28201e-49 1 3.291438e-08
2.918014e-60 1.992090e-20 1
3.048467e-79 1.229371e-12 1
1.009357e-24 0.7490255 0.2509745
2.338736e-23 0.9999986 1.441481e-06
1 1.240894e-15 1.475424e-12
7.415862e-09 0.002819582 0.9971804
1 5.898087e-12 1.009843e-32
2.195317e-44 3.004656e-06 0.999997
8.799726e-15 5.756668e-10 1
0.9672043 0.03279562 1.140694e-07
4.447367e-12 2.577327e-13 1
0.001532802 1.347835e-16 0.9984672
4.255328e-07 0.02617109 0.9738285
0.9999155 1.28856e-10 8.450465e-05
7.32746e-21 0.999989 1.099807e-05
1.107187e-05 5.680046e-10 0.999989
4.973513e-11 0.08573152 0.9142685
0.8343566 0.0001849693 0.1654584
1.095078e-68 1 7.272346e-17
0.9999964 5.621163e-10 3.57663e-06
0.8188444 1.082476e-05 0.1811448
0.01404547 3.275451e-65 0.9859545
0.9950417 4.105803e-32 0.00495835
3.44446e-25 1 2.583405e-09
1.402803e-54 4.822985e-09 1
1.630299e-23 8.547637e-17 1
2.624422e-46 0.9998704 0.0001296317
0.001057174 2.454765e-08 0.9989428
1.482766e-07 0.0005831017 0.9994167
0.04821422 2.313249e-08 0.9517858
1 1.196266e-10 1.954674e-10
5.615576e-16 1 8.85791e-25
0.004635183 2.524161e-06 0.9953623
0.9998103 0.0001348586 5.48694e-05
1.207356e-36 5.61573e-05 0.9999438
2.295782e-21 1 5.382433e-09
6.833286e-08 1 1.210019e-08
1.289798e-45 1.647924e-09 1
6.40377e-23 0.9999094 9.056046e-05
1.737586e-23 9.340778e-15 1
1.134076e-24 0.9735456 0.0264544
2.195117e-13 1 1.002506e-33
4.697053e-25 1 1.222655e-10
0.0003831184 2.593823e-17 0.9996169
6.20268e-06 1.895475e-13 0.9999938
2.934736e-08 0.00839309 0.9916069
7.4579e-60 4.791602e-13 1
5.65251e-16 2.919664e-23 1
0.9999993 3.624215e-21 7.303173e-07
4.808548e-09 0.9990792 0.0009207483
1 2.073255e-54 1.650458e-14
0.3748353 1.584241e-22 0.6251647
1.689171e-12 1 5.0836e-13
1.657217e-10 1.638520e-05 0.9999836
0.004508439 9.69716e-14 0.9954916
0.0001314083 0.9998455 2.311621e-05
4.546518e-14 1 7.024649e-29
1.901798e-05 0.999981 3.325276e-08
2.174923e-18 1.142926e-14 1
4.56973e-18 3.565192e-35 1
3.183206e-49 0.0005401761 0.9994598
3.400359e-38 3.372683e-35 1
9.628426e-14 0.9999962 3.805969e-06
7.598944e-33 1.580286e-15 1
0.02732905 1.437199e-10 0.972671
1.349079e-27 0.9998272 0.0001728047
0.0004777641 1.367367e-20 0.9995222
4.43838e-18 0.02607789 0.9739221
4.332847e-25 1.983529e-32 1
0.2253764 2.704764e-14 0.7746236
7.428261e-08 0.07329727 0.9267027
5.280321e-25 1 1.001852e-10
3.449533e-11 9.850816e-09 1
4.107343e-23 1 2.736491e-14
6.099257e-56 4.519747e-07 0.9999995
6.732918e-07 2.057422e-05 0.9999788
4.729648e-18 0.9532557 0.04674426
1 2.392351e-13 1.385387e-11
0.9999958 4.222513e-06 4.884759e-12
0.002932873 2.3282e-31 0.9970671
1.231588e-42 1.566862e-24 1
1 7.409166e-09 1.879293e-15
2.699882e-58 2.458299e-07 0.9999998
0.7523724 0.03016914 0.2174585
0.9999871 1.942272e-06 1.094160e-05
5.367745e-07 0.0001206391 0.9998788
4.431991e-34 0.999976 2.397048e-05
0.0002458822 0.9997541 1.285733e-22
8.694904e-06 0.4736778 0.5263135
9.605829e-18 1.684983e-05 0.9999832
0.02608445 2.530698e-05 0.9738902
1 8.227958e-26 8.662206e-14
8.211996e-77 3.923982e-11 1
0.6421356 1.799343e-33 0.3578644
5.852765e-07 0.99919 0.0008094863
3.460819e-13 0.9490678 0.0509322
1.447171e-25 2.116335e-11 1
1.291517e-96 1 6.546726e-13
0.0007349471 0.9877779 0.01148718
2.051827e-63 1 2.294906e-20
0.0547842 4.35937e-10 0.9452158
1.876214e-12 9.148546e-06 0.9999909
7.156025e-23 1.643191e-20 1
0.1023291 0.0001928165 0.897478
4.697759e-49 0.003739805 0.9962602
0.9999157 7.6069e-05 8.209789e-06
0.9999318 6.815872e-05 4.181237e-18
1 1.697167e-18 7.521304e-13
9.753152e-28 0.9993617 0.0006383431
0.873932 0.1260680 4.506344e-15
1.886722e-09 2.232687e-31 1
1 3.903573e-91 1.415179e-09
1.560303e-22 1 2.403015e-16
1.922746e-36 1.934452e-06 0.999998
5.156881e-20 1.011686e-07 0.9999999
3.456167e-54 1.56109e-16 1
7.118561e-38 0.4476349 0.5523651
0.08871343 5.419874e-35 0.9112866
2.844298e-27 3.061241e-18 1
9.485706e-37 1.605085e-07 0.9999998
0.1014194 0.6479731 0.2506074
2.939394e-66 1 1.143320e-11
1.318497e-11 1.029151e-37 1
2.005284e-29 2.691822e-09 1
6.23975e-36 1.242123e-25 1
2.835235e-51 6.285077e-07 0.9999994
0.719854 1.388819e-24 0.280146
0.9999996 3.657193e-07 9.23999e-32
1.500551e-16 1 3.773436e-32
1.180023e-09 1.21376e-18 1
1.051133e-12 1.086873e-12 1
2.648534e-13 0.02856713 0.9714329
1 9.496293e-21 1.243093e-08
0.9999982 1.779791e-06 1.188340e-14
2.580355e-44 1 9.15614e-08
8.10856e-87 1 1.371008e-54
1.993533e-12 0.7951824 0.2048176
0.9640016 4.605947e-34 0.03599838
2.158367e-22 0.998875 0.001125079
2.461235e-06 0.9945042 0.005493359
2.862497e-08 2.589055e-14 1
3.386529e-13 1.073095e-05 0.9999893
2.944616e-10 6.133454e-17 1
